1.7082e-05  1000.0000000
2.2078e-02  805.0000000
4.7151e-02  675.0000000
7.6840e-02  557.0000000
1.1457e-01  451.0000000
1.6259e-01  398.0000000
2.2506e-01  430.0000000
3.0401e-01  576.0000000
3.7233e-01  866.0000000
4.2553e-01  1249.0000000
4.6527e-01  1527.0000000
4.9804e-01  1749.0000000
5.2508e-01  1881.0000000
5.4744e-01  1980.0000000
5.6621e-01  1970.0000000
5.8533e-01  1885.0000000
6.0239e-01  1757.0000000
6.1834e-01  1575.0000000
6.3539e-01  1444.0000000
6.5305e-01  1225.0000000
6.7161e-01  1030.0000000
6.9295e-01  874.0000000
7.1711e-01  687.0000000
7.4648e-01  574.0000000
7.8190e-01  444.0000000
8.2795e-01  360.0000000
8.9271e-01  363.0000000
9.8141e-01  475.0000000
1.0626e+00  812.0000000
1.1214e+00  1199.0000000
1.1651e+00  1600.0000000
1.1971e+00  1875.0000000
1.2239e+00  2049.0000000
1.2461e+00  2130.0000000
1.2641e+00  2065.0000000
1.2812e+00  1971.0000000
1.2980e+00  1761.0000000
1.3137e+00  1545.0000000
1.3301e+00  1358.0000000
1.3480e+00  1152.0000000
1.3669e+00  935.0000000
1.3894e+00  757.0000000
1.4146e+00  604.0000000
1.4467e+00  454.0000000
1.4915e+00  387.0000000
1.5453e+00  346.0000000
1.6178e+00  417.0000000
1.7027e+00  618.0000000
1.7751e+00  935.0000000
1.8293e+00  1361.0000000
1.8706e+00  1743.0000000
1.9023e+00  1991.0000000
1.9265e+00  2200.0000000
1.9463e+00  2294.0000000
1.9637e+00  2312.0000000
1.9793e+00  2200.0000000
1.9943e+00  2059.0000000
2.0082e+00  1863.0000000
2.0222e+00  1630.0000000
2.0370e+00  1375.0000000
2.0529e+00  1116.0000000
2.0705e+00  857.0000000
2.0914e+00  644.0000000
2.1166e+00  488.0000000
2.1508e+00  355.0000000
2.1969e+00  302.0000000
2.2613e+00  275.0000000
2.3511e+00  404.0000000
2.4467e+00  719.0000000
2.5181e+00  1187.0000000
2.5683e+00  1724.0000000
2.6031e+00  2208.0000000
2.6292e+00  2534.0000000
2.6505e+00  2688.0000000
2.6664e+00  2757.0000000
2.6807e+00  2673.0000000
2.6937e+00  2527.0000000
2.7054e+00  2328.0000000
2.7172e+00  2131.0000000
2.7289e+00  1833.0000000
2.7407e+00  1562.0000000
2.7537e+00  1290.0000000
2.7675e+00  1020.0000000
2.7853e+00  805.0000000
2.8050e+00  603.0000000
2.8304e+00  433.0000000
2.8652e+00  300.0000000
2.9118e+00  212.0000000
2.9845e+00  205.0000000
3.0968e+00  374.0000000
3.2042e+00  855.0000000
3.2689e+00  1435.0000000
3.3125e+00  2005.0000000
3.3441e+00  2524.0000000
3.3673e+00  2887.0000000
3.3867e+00  3080.0000000
3.4015e+00  3170.0000000
3.4146e+00  3045.0000000
3.4262e+00  2874.0000000
3.4364e+00  2660.0000000
3.4462e+00  2422.0000000
3.4564e+00  2083.0000000
3.4670e+00  1714.0000000
3.4779e+00  1383.0000000
3.4899e+00  1085.0000000
3.5042e+00  831.0000000
3.5209e+00  606.0000000
3.5414e+00  418.0000000
3.5701e+00  296.0000000
3.6099e+00  206.0000000
3.6698e+00  193.0000000
3.7625e+00  245.0000000
3.8904e+00  611.0000000
3.9744e+00  1221.0000000
4.0260e+00  1919.0000000
4.0623e+00  2556.0000000
4.0882e+00  3049.0000000
4.1084e+00  3400.0000000
4.1235e+00  3553.0000000
4.1352e+00  3525.0000000
4.1459e+00  3409.0000000
4.1552e+00  3187.0000000
4.1643e+00  2886.0000000
4.1736e+00  2487.0000000
4.1822e+00  2101.0000000
4.1914e+00  1780.0000000
4.2009e+00  1410.0000000
4.2119e+00  1068.0000000
4.2242e+00  757.0000000
4.2412e+00  524.0000000
4.2610e+00  363.0000000
4.2870e+00  226.0000000
4.3250e+00  161.0000000
4.3850e+00  97.0000000
4.5138e+00  117.0000000
4.7113e+00  619.0000000
4.8051e+00  1390.0000000
4.8551e+00  2172.0000000
4.8864e+00  2829.0000000
4.9100e+00  3421.0000000
4.9284e+00  3758.0000000
4.9429e+00  3987.0000000
4.9538e+00  4051.0000000
4.9635e+00  3943.0000000
4.9716e+00  3705.0000000
4.9794e+00  3431.0000000
4.9868e+00  3105.0000000
4.9936e+00  2701.0000000
5.0011e+00  2306.0000000
5.0089e+00  1892.0000000
5.0171e+00  1504.0000000
5.0261e+00  1133.0000000
5.0376e+00  829.0000000
5.0508e+00  546.0000000
5.0684e+00  341.0000000
5.0925e+00  229.0000000
5.1250e+00  139.0000000
5.1700e+00  97.0000000
5.2504e+00  104.0000000
5.4259e+00  315.0000000
5.5500e+00  970.0000000
5.6154e+00  1689.0000000
5.6551e+00  2420.0000000
5.6842e+00  2979.0000000
5.7059e+00  3390.0000000
5.7226e+00  3641.0000000
5.7358e+00  3727.0000000
5.7470e+00  3680.0000000
5.7566e+00  3483.0000000
5.7653e+00  3259.0000000
5.7737e+00  2964.0000000
5.7817e+00  2598.0000000
5.7900e+00  2145.0000000
5.7984e+00  1769.0000000
5.8081e+00  1352.0000000
5.8189e+00  993.0000000
5.8314e+00  737.0000000
5.8469e+00  492.0000000
5.8663e+00  310.0000000
5.8940e+00  184.0000000
5.9331e+00  140.0000000
5.9961e+00  123.0000000
6.1053e+00  174.0000000
6.2783e+00  612.0000000
6.3664e+00  1342.0000000
6.4160e+00  2049.0000000
6.4494e+00  2668.0000000
6.4731e+00  3103.0000000
6.4913e+00  3449.0000000
6.5066e+00  3533.0000000
6.5183e+00  3481.0000000
6.5287e+00  3335.0000000
6.5383e+00  3103.0000000
6.5470e+00  2849.0000000
6.5557e+00  2570.0000000
6.5645e+00  2189.0000000
6.5738e+00  1862.0000000
6.5838e+00  1497.0000000
6.5942e+00  1140.0000000
6.6065e+00  810.0000000
6.6222e+00  543.0000000
6.6429e+00  382.0000000
6.6695e+00  252.0000000
6.7062e+00  156.0000000
6.7615e+00  129.0000000
6.8550e+00  204.0000000
6.9951e+00  518.0000000
7.0895e+00  1209.0000000
7.1440e+00  1977.0000000
7.1800e+00  2661.0000000
7.2056e+00  3166.0000000
7.2251e+00  3591.0000000
7.2412e+00  3715.0000000
7.2537e+00  3745.0000000
7.2644e+00  3654.0000000
7.2740e+00  3451.0000000
7.2823e+00  3126.0000000
7.2902e+00  2815.0000000
7.2981e+00  2474.0000000
7.3062e+00  2093.0000000
7.3145e+00  1723.0000000
7.3236e+00  1348.0000000
7.3341e+00  1002.0000000
7.3464e+00  739.0000000
7.3624e+00  496.0000000
7.3827e+00  325.0000000
7.4088e+00  208.0000000
7.4449e+00  152.0000000
7.5026e+00  101.0000000
7.6090e+00  116.0000000
7.8095e+00  480.0000000
7.9138e+00  1329.0000000
7.9656e+00  2158.0000000
7.9987e+00  2906.0000000
8.0228e+00  3561.0000000
8.0419e+00  3927.0000000
8.0563e+00  4184.0000000
8.0679e+00  4307.0000000
8.0771e+00  4188.0000000
8.0854e+00  3961.0000000
8.0930e+00  3693.0000000
8.0997e+00  3349.0000000
8.1064e+00  2972.0000000
